customer_id,frequency,monetary,recency_days,cluster,cluster_label
14016.0,11,11403.410000000003,5064,1,Regular Shoppers
14017.0,1,229.75000000000003,5474,0,Dormant Customers
14018.0,1,367.15000000000003,5548,0,Dormant Customers
14019.0,3,1421.6100000000006,4949,1,Regular Shoppers
14020.0,4,1249.01,4919,1,Regular Shoppers
14021.0,7,1716.5800000000004,5058,1,Regular Shoppers
14022.0,2,792.15,5128,1,Regular Shoppers
14023.0,2,584.07,4910,1,Regular Shoppers
14024.0,3,645.7399999999999,5024,1,Regular Shoppers
14025.0,8,4057.9,5367,0,Dormant Customers
14026.0,2,713.11,5373,0,Dormant Customers
14027.0,1,104.82000000000002,4963,1,Regular Shoppers
14028.0,3,10396.5,5453,0,Dormant Customers
14029.0,2,467.65999999999997,4966,1,Regular Shoppers
14030.0,20,8262.289999999985,4921,1,Regular Shoppers
14031.0,44,40999.17000000014,4910,1,Regular Shoppers
14032.0,16,4850.270000000001,4905,1,Regular Shoppers
14033.0,1,109.44,5458,0,Dormant Customers
14034.0,3,651.8200000000002,4925,1,Regular Shoppers
14035.0,9,2856.72,4931,1,Regular Shoppers
14036.0,1,626.6499999999999,5187,0,Dormant Customers
14037.0,6,836.9499999999997,5079,1,Regular Shoppers
14038.0,5,3069.8799999999974,4981,1,Regular Shoppers
14039.0,2,267.28000000000003,4936,1,Regular Shoppers
14040.0,35,12645.569999999987,4943,1,Regular Shoppers
14041.0,1,141.40999999999997,5169,0,Dormant Customers
14042.0,1,431.9799999999999,5628,0,Dormant Customers
14043.0,2,304.2499999999999,5394,0,Dormant Customers
14044.0,10,3123.1000000000026,4929,1,Regular Shoppers
14045.0,16,11313.029999999999,5012,1,Regular Shoppers
14046.0,1,154.99,5187,0,Dormant Customers
14047.0,14,4255.029999999994,4911,1,Regular Shoppers
14048.0,3,748.6900000000004,5208,0,Dormant Customers
14049.0,13,13239.030000000028,4919,1,Regular Shoppers
14050.0,2,746.3600000000002,4934,1,Regular Shoppers
14051.0,37,22433.999999999996,4903,1,Regular Shoppers
14052.0,2,480.80999999999995,4922,1,Regular Shoppers
14053.0,4,572.3,5027,1,Regular Shoppers
14054.0,1,92.46000000000001,4968,1,Regular Shoppers
14055.0,3,1520.9600000000003,5009,1,Regular Shoppers
14056.0,23,8214.64999999998,4904,1,Regular Shoppers
14057.0,22,8408.840000000004,4926,1,Regular Shoppers
14058.0,2,469.19,5365,0,Dormant Customers
14059.0,1,183.6,5169,0,Dormant Customers
14060.0,30,9519.080000000007,4907,1,Regular Shoppers
14061.0,3,917.43,5410,0,Dormant Customers
14062.0,24,25604.200000000008,4912,1,Regular Shoppers
14063.0,9,22710.200000000008,5341,0,Dormant Customers
14064.0,15,3332.419999999998,4932,1,Regular Shoppers
14065.0,3,891.0200000000004,5292,0,Dormant Customers
14066.0,1,152.55,5169,0,Dormant Customers
14067.0,2,374.69999999999993,4966,1,Regular Shoppers
14068.0,4,1528.3700000000013,5223,0,Dormant Customers
14069.0,2,230.0600000000001,5417,0,Dormant Customers
14070.0,1,326.55,5587,0,Dormant Customers
14071.0,8,1438.820000000002,4906,1,Regular Shoppers
14072.0,1,390.84999999999997,5569,0,Dormant Customers
14073.0,1,151.04,4935,1,Regular Shoppers
14074.0,1,219.39999999999998,5526,0,Dormant Customers
14075.0,6,1734.8699999999997,4907,1,Regular Shoppers
14076.0,1,122.46999999999998,5032,1,Regular Shoppers
14077.0,6,615.08,4943,1,Regular Shoppers
14078.0,9,1692.6300000000015,5004,1,Regular Shoppers
14079.0,2,618.7299999999999,5027,1,Regular Shoppers
14080.0,5,1115.68,4935,1,Regular Shoppers
14081.0,10,5370.099999999978,5205,0,Dormant Customers
14082.0,2,413.36000000000007,5267,0,Dormant Customers
14083.0,11,1407.26,4907,1,Regular Shoppers
14084.0,1,150.5,5415,0,Dormant Customers
14085.0,33,10104.970000000005,4905,1,Regular Shoppers
14086.0,1,39.95,5365,0,Dormant Customers
14087.0,3,846.2199999999996,4905,1,Regular Shoppers
14088.0,16,64036.80000000002,4913,1,Regular Shoppers
14089.0,1,161.0,4959,1,Regular Shoppers
14090.0,1,76.32000000000001,5227,0,Dormant Customers
14091.0,2,9530.08,5557,0,Dormant Customers
14092.0,24,7229.449999999998,4910,1,Regular Shoppers
14093.0,1,442.8499999999998,4915,1,Regular Shoppers
14094.0,1,335.21999999999997,5342,0,Dormant Customers
14095.0,1,2.95,5625,0,Dormant Customers
14096.0,17,65164.789999999564,4907,1,Regular Shoppers
14097.0,2,422.85999999999996,5384,0,Dormant Customers
14098.0,1,147.34999999999997,4939,1,Regular Shoppers
14099.0,20,5765.709999999992,4919,1,Regular Shoppers
14100.0,1,194.89999999999998,5040,1,Regular Shoppers
14101.0,13,9961.93,4976,1,Regular Shoppers
14102.0,5,1360.280000000001,4908,1,Regular Shoppers
14104.0,5,771.58,5057,1,Regular Shoppers
14105.0,5,5988.829999999991,5142,1,Regular Shoppers
14106.0,1,214.79999999999998,5640,0,Dormant Customers
14107.0,11,4877.299999999999,4954,1,Regular Shoppers
14108.0,4,1044.9599999999998,4933,1,Regular Shoppers
14109.0,1,144.2,4975,1,Regular Shoppers
14110.0,33,12987.950000000015,4906,1,Regular Shoppers
14111.0,4,692.85,4917,1,Regular Shoppers
14112.0,13,5834.5900000000065,4925,1,Regular Shoppers
14113.0,16,7092.609999999999,4906,1,Regular Shoppers
14114.0,7,1364.0900000000008,5176,0,Dormant Customers
14115.0,2,622.6699999999998,5404,0,Dormant Customers
14116.0,5,1382.74,4922,1,Regular Shoppers
14117.0,1,90.0,5046,1,Regular Shoppers
14118.0,1,458.45000000000005,5331,0,Dormant Customers
14119.0,2,183.37,5278,0,Dormant Customers
14121.0,4,2780.1500000000005,4906,1,Regular Shoppers
14122.0,3,362.41999999999996,5309,0,Dormant Customers
14123.0,1,436.18,5636,0,Dormant Customers
14124.0,1,419.58,4987,1,Regular Shoppers
14125.0,3,2740.4300000000003,4913,1,Regular Shoppers
14126.0,4,1172.46,4910,1,Regular Shoppers
14127.0,6,1900.0800000000002,5025,1,Regular Shoppers
14128.0,3,924.2099999999999,4963,1,Regular Shoppers
14129.0,9,2591.3400000000006,4904,1,Regular Shoppers
14130.0,4,1882.670000000001,5222,0,Dormant Customers
14131.0,1,187.87000000000003,5551,0,Dormant Customers
14132.0,11,3586.0299999999984,4905,1,Regular Shoppers
14133.0,4,911.1399999999999,5032,1,Regular Shoppers
14134.0,15,11123.349999999997,5285,0,Dormant Customers
14135.0,24,9643.919999999996,4904,1,Regular Shoppers
14136.0,5,1570.8100000000002,5303,0,Dormant Customers
14137.0,1,332.7,5598,0,Dormant Customers
14138.0,2,982.3800000000003,4904,1,Regular Shoppers
14139.0,4,1086.8,4949,1,Regular Shoppers
14140.0,2,935.0500000000004,4906,1,Regular Shoppers
14141.0,4,915.1300000000002,4905,1,Regular Shoppers
14142.0,2,983.1500000000003,5276,0,Dormant Customers
14143.0,1,115.8,5036,1,Regular Shoppers
14144.0,1,30.599999999999998,5389,0,Dormant Customers
14145.0,7,7600.050000000001,4949,1,Regular Shoppers
14146.0,12,9450.300000000005,4911,1,Regular Shoppers
14147.0,9,2590.2000000000003,4981,1,Regular Shoppers
14148.0,2,466.2899999999999,5136,1,Regular Shoppers
14149.0,1,446.62000000000006,5123,1,Regular Shoppers
14150.0,2,658.6399999999999,4938,1,Regular Shoppers
14151.0,2,679.4500000000002,5576,0,Dormant Customers
14152.0,7,1997.3399999999997,4978,1,Regular Shoppers
14153.0,1,233.4,5386,0,Dormant Customers
14154.0,8,6460.699999999996,5142,1,Regular Shoppers
14155.0,1,118.75,5169,0,Dormant Customers
14156.0,156,313946.3700000021,4912,2,High-Value Loyalists
14157.0,5,1002.7799999999997,4922,1,Regular Shoppers
14158.0,1,507.65999999999985,4943,1,Regular Shoppers
14159.0,20,7938.009999999995,4922,1,Regular Shoppers
14160.0,7,8421.470000000001,5513,0,Dormant Customers
14161.0,7,3318.879999999999,5118,1,Regular Shoppers
14162.0,2,289.36,5076,1,Regular Shoppers
14163.0,5,2594.6200000000003,4990,1,Regular Shoppers
14164.0,2,1631.77,4973,1,Regular Shoppers
14165.0,1,122.53999999999999,5178,0,Dormant Customers
14166.0,2,256.8499999999999,5408,0,Dormant Customers
14167.0,8,1296.4900000000002,4942,1,Regular Shoppers
14168.0,2,370.45,5323,0,Dormant Customers
14169.0,2,624.4299999999997,5333,0,Dormant Customers
14170.0,3,597.3299999999997,5278,0,Dormant Customers
14171.0,2,498.78999999999985,5001,1,Regular Shoppers
14172.0,3,402.7199999999999,5508,0,Dormant Customers
14173.0,6,586.0,4913,1,Regular Shoppers
14174.0,1,134.46,4936,1,Regular Shoppers
14175.0,8,7678.879999999999,4962,1,Regular Shoppers
14176.0,5,916.0100000000001,5200,0,Dormant Customers
14177.0,13,2229.3400000000015,4989,1,Regular Shoppers
14178.0,7,1620.9299999999992,4911,1,Regular Shoppers
14179.0,2,719.7799999999996,4943,1,Regular Shoppers
14180.0,33,6319.249999999997,4913,1,Regular Shoppers
14181.0,2,310.55000000000007,5313,0,Dormant Customers
14182.0,4,678.7699999999998,5346,0,Dormant Customers
14183.0,2,286.2899999999999,5314,0,Dormant Customers
14184.0,1,452.89000000000004,4969,1,Regular Shoppers
14185.0,1,197.65,5234,0,Dormant Customers
14186.0,5,1550.6300000000008,5330,0,Dormant Customers
14187.0,1,123.49999999999999,5376,0,Dormant Customers
14188.0,6,2054.36,4933,1,Regular Shoppers
14189.0,16,5814.3899999999985,4905,1,Regular Shoppers
14190.0,1,79.9,5569,0,Dormant Customers
14191.0,15,4817.660000000005,4904,1,Regular Shoppers
14192.0,1,293.74,5291,0,Dormant Customers
14193.0,3,1210.1900000000003,4970,1,Regular Shoppers
14194.0,36,18670.589999999964,4907,1,Regular Shoppers
14195.0,6,2615.6000000000004,5104,1,Regular Shoppers
14196.0,1,335.52,5009,1,Regular Shoppers
14197.0,1,390.04999999999995,5313,0,Dormant Customers
14198.0,9,1569.7300000000005,4921,1,Regular Shoppers
14199.0,4,1091.7000000000003,5121,1,Regular Shoppers
14200.0,1,379.20000000000005,5520,0,Dormant Customers
14201.0,10,1193.54,4963,1,Regular Shoppers
14202.0,3,847.76,5284,0,Dormant Customers
14203.0,1,339.34,5300,0,Dormant Customers
14204.0,4,1062.960000000001,4905,1,Regular Shoppers
14205.0,9,2414.2,4919,1,Regular Shoppers
14206.0,3,1185.01,5142,1,Regular Shoppers
14207.0,1,157.8,5590,0,Dormant Customers
14208.0,2,567.05,4997,1,Regular Shoppers
14209.0,15,4993.27,4913,1,Regular Shoppers
14210.0,16,5861.519999999998,5008,1,Regular Shoppers
14211.0,18,4402.290000000001,4956,1,Regular Shoppers
14212.0,2,2190.1400000000003,4992,1,Regular Shoppers
14213.0,1,1192.2,5307,0,Dormant Customers
14214.0,5,1004.3799999999998,4933,1,Regular Shoppers
14215.0,9,3416.33,4914,1,Regular Shoppers
14216.0,5,2150.040000000001,4906,1,Regular Shoppers
14217.0,23,3416.8899999999994,4904,1,Regular Shoppers
14218.0,1,169.48000000000002,4945,1,Regular Shoppers
14219.0,3,633.83,4907,1,Regular Shoppers
14220.0,4,1515.0000000000002,5150,1,Regular Shoppers
14221.0,17,6517.489999999997,4945,1,Regular Shoppers
14222.0,1,683.1700000000001,5080,1,Regular Shoppers
14223.0,3,991.13,4995,1,Regular Shoppers
14224.0,9,1897.9000000000028,5013,1,Regular Shoppers
14225.0,4,2037.02,5337,0,Dormant Customers
14226.0,6,3002.5300000000007,4931,1,Regular Shoppers
14227.0,15,6368.709999999998,4929,1,Regular Shoppers
14228.0,3,745.5000000000001,5340,0,Dormant Customers
14229.0,7,2594.04,4954,1,Regular Shoppers
14230.0,3,979.8,5338,0,Dormant Customers
14231.0,4,1235.6200000000006,5086,1,Regular Shoppers
14232.0,5,2048.0700000000006,4945,1,Regular Shoppers
14233.0,7,2904.2700000000013,4952,1,Regular Shoppers
14234.0,4,775.4599999999998,4925,1,Regular Shoppers
14235.0,9,4717.990000000001,4978,1,Regular Shoppers
14236.0,5,1744.6400000000006,4983,1,Regular Shoppers
14237.0,2,632.14,5276,0,Dormant Customers
14238.0,3,434.23,5229,0,Dormant Customers
14239.0,21,4263.169999999999,4946,1,Regular Shoppers
14240.0,3,1247.4900000000002,4933,1,Regular Shoppers
14241.0,2,333.7,5086,1,Regular Shoppers
14242.0,2,280.55,5137,1,Regular Shoppers
14243.0,17,7431.0499999999965,4911,1,Regular Shoppers
14244.0,1,366.4200000000001,5563,0,Dormant Customers
14245.0,2,1693.450000000001,5122,1,Regular Shoppers
14246.0,3,1474.0600000000004,5013,1,Regular Shoppers
14247.0,5,772.6600000000002,5181,0,Dormant Customers
14248.0,3,1032.9499999999998,5221,0,Dormant Customers
14249.0,12,5625.460999999997,5313,0,Dormant Customers
14250.0,3,1904.0500000000002,4910,1,Regular Shoppers
14251.0,5,2879.699999999999,4904,1,Regular Shoppers
14252.0,1,350.98999999999995,5284,0,Dormant Customers
14253.0,2,363.3999999999999,5396,0,Dormant Customers
14254.0,1,601.03,5335,0,Dormant Customers
14255.0,1,1000.63,5449,0,Dormant Customers
14256.0,5,2473.9900000000007,5163,1,Regular Shoppers
14257.0,9,5954.450000000003,4967,1,Regular Shoppers
14258.0,25,32051.340000000004,4912,1,Regular Shoppers
14259.0,1,120.0,5044,1,Regular Shoppers
14260.0,3,824.2800000000003,5374,0,Dormant Customers
14261.0,2,1163.4499999999998,4953,1,Regular Shoppers
14262.0,8,2618.23,4911,1,Regular Shoppers
14263.0,1,322.92999999999995,5326,0,Dormant Customers
14264.0,6,1517.3600000000001,5057,1,Regular Shoppers
14265.0,4,1373.3500000000006,5012,1,Regular Shoppers
14266.0,1,40.56,5331,0,Dormant Customers
14267.0,3,1516.2400000000002,5065,1,Regular Shoppers
14268.0,1,354.84999999999997,5373,0,Dormant Customers
14269.0,1,295.72999999999996,5342,0,Dormant Customers
14270.0,1,492.65,5234,0,Dormant Customers
14271.0,2,219.13,5128,1,Regular Shoppers
14272.0,4,920.81,4976,1,Regular Shoppers
14273.0,4,559.9700000000001,4954,1,Regular Shoppers
14274.0,1,256.6,5589,0,Dormant Customers
14275.0,6,1189.3799999999999,5298,0,Dormant Customers
14276.0,7,2102.6800000000007,5001,1,Regular Shoppers
14277.0,9,17225.809999999994,4918,1,Regular Shoppers
14278.0,1,205.82999999999998,5312,0,Dormant Customers
14279.0,2,191.86,5423,0,Dormant Customers
14280.0,1,134.04,5099,1,Regular Shoppers
14281.0,1,245.15,5311,0,Dormant Customers
14282.0,25,7849.660000000005,4906,1,Regular Shoppers
14283.0,4,628.4400000000002,5366,0,Dormant Customers
14284.0,3,1299.6499999999996,4933,1,Regular Shoppers
14285.0,8,3284.42,4924,1,Regular Shoppers
14286.0,7,8479.759999999987,4926,1,Regular Shoppers
14287.0,3,176.63,4911,1,Regular Shoppers
14288.0,1,426.6,5116,1,Regular Shoppers
14289.0,6,911.26,4911,1,Regular Shoppers
14290.0,8,4516.5599999999995,4914,1,Regular Shoppers
14291.0,23,7904.099999999994,4904,1,Regular Shoppers
14292.0,16,9226.250000000011,4910,1,Regular Shoppers
14293.0,9,3267.9299999999985,4906,1,Regular Shoppers
14294.0,1,375.34000000000003,5310,0,Dormant Customers
14295.0,5,2362.91,4943,1,Regular Shoppers
14296.0,2,456.39999999999986,5324,0,Dormant Customers
14297.0,4,1305.3299999999997,4920,1,Regular Shoppers
14298.0,82,91194.49000000043,4911,2,High-Value Loyalists
14299.0,27,14499.49,4911,1,Regular Shoppers
14300.0,1,43.2,4921,1,Regular Shoppers
14301.0,4,1992.1799999999998,5020,1,Regular Shoppers
14302.0,3,742.8999999999999,5333,0,Dormant Customers
14303.0,2,277.94,5310,0,Dormant Customers
14304.0,3,1725.0099999999998,5125,1,Regular Shoppers
14305.0,3,1858.9599999999996,4974,1,Regular Shoppers
14306.0,6,3151.4,4954,1,Regular Shoppers
14307.0,10,5071.03,4991,1,Regular Shoppers
14308.0,2,1147.02,5452,0,Dormant Customers
14309.0,11,3780.8099999999995,4911,1,Regular Shoppers
14310.0,1,492.1000000000001,5335,0,Dormant Customers
14311.0,2,516.4499999999999,5145,1,Regular Shoppers
14312.0,11,3090.2899999999995,4949,1,Regular Shoppers
14314.0,2,229.80000000000007,5009,1,Regular Shoppers
14315.0,8,3197.8200000000015,4947,1,Regular Shoppers
14316.0,5,1370.3400000000001,5325,0,Dormant Customers
14317.0,1,508.58,4967,1,Regular Shoppers
14318.0,1,158.01999999999998,5363,0,Dormant Customers
14319.0,1,494.84999999999985,5327,0,Dormant Customers
14320.0,5,1346.7500000000002,5109,1,Regular Shoppers
14321.0,7,2218.06,4913,1,Regular Shoppers
14322.0,4,474.1,5332,0,Dormant Customers
14323.0,2,605.0600000000001,5017,1,Regular Shoppers
14324.0,2,701.61,5312,0,Dormant Customers
14325.0,1,245.47999999999996,5472,0,Dormant Customers
14326.0,3,940.9800000000004,5145,1,Regular Shoppers
14327.0,6,1894.9299999999994,5066,1,Regular Shoppers
14328.0,1,445.05,5341,0,Dormant Customers
14329.0,15,9927.220000000008,4920,1,Regular Shoppers
14330.0,1,200.63,5526,0,Dormant Customers
14331.0,2,462.65999999999997,5027,1,Regular Shoppers
14332.0,5,1943.5100000000004,4925,1,Regular Shoppers
14333.0,1,415.2,4970,1,Regular Shoppers
14334.0,12,4318.480000000002,4919,1,Regular Shoppers
14335.0,2,468.26000000000005,4919,1,Regular Shoppers
14336.0,4,1614.9100000000003,4919,1,Regular Shoppers
14338.0,3,928.1000000000001,5064,1,Regular Shoppers
14339.0,2,620.27,5145,1,Regular Shoppers
14340.0,1,134.7,5121,1,Regular Shoppers
14341.0,18,4467.320000000001,4948,1,Regular Shoppers
14342.0,6,918.4399999999999,4924,1,Regular Shoppers
14343.0,4,1088.910000000001,5324,0,Dormant Customers
14344.0,20,3333.7000000000007,5030,1,Regular Shoppers
14345.0,1,108.97999999999999,4941,1,Regular Shoppers
14346.0,5,2315.749999999999,5023,1,Regular Shoppers
14347.0,1,82.60000000000001,5639,0,Dormant Customers
14348.0,1,409.57000000000005,5163,0,Dormant Customers
14349.0,1,133.5,4913,1,Regular Shoppers
14350.0,3,972.0300000000001,5177,0,Dormant Customers
14351.0,1,51.0,5067,1,Regular Shoppers
14352.0,4,1078.9599999999998,5060,1,Regular Shoppers
14353.0,3,376.49999999999994,5118,1,Regular Shoppers
14354.0,2,163.62,4908,1,Regular Shoppers
14355.0,3,1014.4500000000002,5268,0,Dormant Customers
14356.0,2,701.2299999999999,4982,1,Regular Shoppers
14357.0,1,225.77000000000007,4946,1,Regular Shoppers
14358.0,2,400.05999999999995,5292,0,Dormant Customers
14359.0,3,912.1800000000002,4922,1,Regular Shoppers
14360.0,4,2128.2299999999996,4934,1,Regular Shoppers
14361.0,1,214.71000000000004,5481,0,Dormant Customers
14362.0,1,161.20000000000002,4925,1,Regular Shoppers
14363.0,2,227.47000000000003,5305,0,Dormant Customers
14364.0,8,3717.349999999999,5011,1,Regular Shoppers
14365.0,2,634.6800000000002,5297,0,Dormant Customers
14366.0,1,136.0,5428,0,Dormant Customers
14367.0,16,9261.519999999995,4911,1,Regular Shoppers
14368.0,1,155.0,5222,0,Dormant Customers
14369.0,2,469.1299999999999,5545,0,Dormant Customers
14370.0,6,1175.78,5353,0,Dormant Customers
14371.0,1,100.5,5198,0,Dormant Customers
14372.0,2,860.08,5346,0,Dormant Customers
14373.0,1,76.55,5261,0,Dormant Customers
14374.0,1,108.00000000000001,5444,0,Dormant Customers
14375.0,3,1132.9900000000002,5088,1,Regular Shoppers
14376.0,1,215.45999999999998,5586,0,Dormant Customers
14377.0,2,617.0500000000001,5094,1,Regular Shoppers
14378.0,1,131.25,5524,0,Dormant Customers
14379.0,4,1268.9099999999996,4947,1,Regular Shoppers
14380.0,1,48.96,5585,0,Dormant Customers
14381.0,2,631.3399999999992,4955,1,Regular Shoppers
14382.0,2,1246.7999999999997,4929,1,Regular Shoppers
14383.0,3,1247.69,4941,1,Regular Shoppers
14384.0,1,58.5,5403,0,Dormant Customers
14385.0,3,202.10999999999999,4912,1,Regular Shoppers
14386.0,1,142.39999999999998,5199,0,Dormant Customers
14387.0,3,1770.5600000000006,4935,1,Regular Shoppers
14388.0,16,6700.999999999998,4913,1,Regular Shoppers
14389.0,5,1898.01,4968,1,Regular Shoppers
14390.0,13,6399.829999999994,4913,1,Regular Shoppers
14391.0,1,135.6,5479,0,Dormant Customers
14392.0,1,266.4,5335,0,Dormant Customers
14393.0,1,67.95,5121,1,Regular Shoppers
14394.0,1,93.8,5467,0,Dormant Customers
14395.0,20,8208.009999999997,4905,1,Regular Shoppers
14396.0,7,2121.9300000000044,4968,1,Regular Shoppers
14397.0,19,2612.96,4905,1,Regular Shoppers
14398.0,2,707.7899999999998,5304,0,Dormant Customers
14399.0,8,2113.160000000001,5297,0,Dormant Customers
14400.0,3,1732.4699999999996,5052,1,Regular Shoppers
14401.0,22,6795.899999999999,4907,1,Regular Shoppers
14402.0,1,285.59999999999997,5555,0,Dormant Customers
14403.0,6,1880.5099999999995,5033,1,Regular Shoppers
14404.0,13,2899.109999999998,4936,1,Regular Shoppers
14405.0,1,195.0,5289,0,Dormant Customers
14406.0,1,156.75,5022,1,Regular Shoppers
14407.0,6,2157.7299999999996,5010,1,Regular Shoppers
14408.0,11,4109.77,4913,1,Regular Shoppers
14409.0,9,3756.089999999999,4974,1,Regular Shoppers
14410.0,11,2651.1400000000003,4995,1,Regular Shoppers
14411.0,1,1063.0,5213,0,Dormant Customers
14412.0,3,1426.1899999999994,4945,1,Regular Shoppers
14413.0,4,770.3700000000009,5265,0,Dormant Customers
14414.0,8,2399.3299999999986,4994,1,Regular Shoppers
14415.0,23,12091.599999999959,4904,1,Regular Shoppers
14416.0,2,490.22,4925,1,Regular Shoppers
14417.0,1,604.2000000000002,5290,0,Dormant Customers
14418.0,3,1937.2500000000005,4906,1,Regular Shoppers
14419.0,7,1260.9100000000008,4913,1,Regular Shoppers
14420.0,4,1639.1700000000008,5002,1,Regular Shoppers
14421.0,6,2469.3700000000003,4960,1,Regular Shoppers
14422.0,19,10271.52,4903,1,Regular Shoppers
14423.0,3,916.6099999999999,5121,1,Regular Shoppers
14424.0,1,322.08,4920,1,Regular Shoppers
14425.0,3,661.3899999999998,5337,0,Dormant Customers
14426.0,17,11727.940000000008,4926,1,Regular Shoppers
14427.0,4,1263.5199999999998,4953,1,Regular Shoppers
14428.0,5,1244.8300000000004,4910,1,Regular Shoppers
14429.0,1,516.28,5306,0,Dormant Customers
14430.0,3,1220.9000000000003,5414,0,Dormant Customers
14431.0,4,2614.199999999999,5205,0,Dormant Customers
14432.0,6,2255.5100000000007,4912,1,Regular Shoppers
14433.0,1,289.5999999999999,5368,0,Dormant Customers
14434.0,6,1372.8,4924,1,Regular Shoppers
14435.0,1,90.41999999999999,5404,0,Dormant Customers
14436.0,2,271.7,5001,1,Regular Shoppers
14437.0,5,958.8400000000001,5268,0,Dormant Customers
14438.0,1,131.9,5209,0,Dormant Customers
14439.0,5,9443.039999999999,5222,0,Dormant Customers
14440.0,13,6638.729999999998,4911,1,Regular Shoppers
14441.0,11,4611.689999999997,4903,1,Regular Shoppers
14442.0,7,5367.019999999999,5107,1,Regular Shoppers
14443.0,5,2386.47,4956,1,Regular Shoppers
14444.0,1,132.04,5359,0,Dormant Customers
14445.0,1,221.64999999999998,5358,0,Dormant Customers
14446.0,5,1241.3100000000004,4903,1,Regular Shoppers
14447.0,6,1711.7299999999993,4921,1,Regular Shoppers
14448.0,2,375.35,4912,1,Regular Shoppers
14449.0,8,2482.800000000003,4921,1,Regular Shoppers
14450.0,7,1128.4399999999998,5083,1,Regular Shoppers
14451.0,12,3308.7699999999977,4963,1,Regular Shoppers
14452.0,4,665.5899999999997,4913,1,Regular Shoppers
14453.0,1,119.93,5093,1,Regular Shoppers
14454.0,5,977.300000000001,5279,0,Dormant Customers
14455.0,4,628.2100000000002,5335,0,Dormant Customers
14456.0,9,3062.399999999998,4908,1,Regular Shoppers
14457.0,1,113.64,5213,0,Dormant Customers
14458.0,1,237.41999999999996,5283,0,Dormant Customers
14459.0,2,5375.740999999998,5058,1,Regular Shoppers
14460.0,9,1093.5,5013,1,Regular Shoppers
14461.0,13,6713.499999999989,5051,1,Regular Shoppers
14462.0,12,2270.010000000001,4969,1,Regular Shoppers
14463.0,4,786.5699999999999,5001,1,Regular Shoppers
14464.0,2,110.99999999999999,5471,0,Dormant Customers
14465.0,11,3946.03,5149,1,Regular Shoppers
14466.0,13,4646.899999999995,4932,1,Regular Shoppers
14467.0,12,2220.9900000000002,4920,1,Regular Shoppers
14468.0,1,204.24,5636,0,Dormant Customers
14469.0,4,2112.21,5319,0,Dormant Customers
14470.0,3,712.0399999999996,4914,1,Regular Shoppers
14471.0,2,400.95000000000005,5494,0,Dormant Customers
14472.0,9,2228.220000000001,5006,1,Regular Shoppers
14473.0,2,234.34,4977,1,Regular Shoppers
14474.0,2,1278.0800000000008,4949,1,Regular Shoppers
14475.0,4,1151.15,4974,1,Regular Shoppers
14476.0,1,215.70000000000002,5160,0,Dormant Customers
14477.0,7,1969.6000000000001,4922,1,Regular Shoppers
14478.0,4,1276.6599999999996,5285,0,Dormant Customers
14479.0,4,1299.110000000001,5156,1,Regular Shoppers
14480.0,4,1299.52,4914,1,Regular Shoppers
14481.0,5,2311.4899999999966,5067,1,Regular Shoppers
14482.0,12,4357.91,4921,1,Regular Shoppers
14483.0,2,257.1,5184,0,Dormant Customers
14484.0,4,1070.9800000000002,4953,1,Regular Shoppers
14485.0,1,165.74999999999997,4941,1,Regular Shoppers
14486.0,2,175.5,5414,0,Dormant Customers
14487.0,7,1453.6100000000015,4929,1,Regular Shoppers
14488.0,1,1064.2800000000002,4970,1,Regular Shoppers
14489.0,4,1574.93,5110,1,Regular Shoppers
14490.0,2,1273.4700000000003,5309,0,Dormant Customers
14491.0,2,468.13,5078,1,Regular Shoppers
14492.0,7,1921.9099999999999,5333,0,Dormant Customers
14493.0,10,5130.149999999997,4910,1,Regular Shoppers
14494.0,3,401.46,4928,1,Regular Shoppers
14495.0,3,174.8,4953,1,Regular Shoppers
14496.0,7,2668.230000000002,5214,0,Dormant Customers
14497.0,2,697.0600000000001,5212,0,Dormant Customers
14498.0,10,3911.269999999998,4945,1,Regular Shoppers
14499.0,7,2138.970000000001,4929,1,Regular Shoppers
14500.0,3,356.85,4991,1,Regular Shoppers
14501.0,2,251.21,5086,1,Regular Shoppers
14502.0,11,2470.670000000003,4922,1,Regular Shoppers
14503.0,6,3543.259999999999,4906,1,Regular Shoppers
14504.0,4,673.2599999999995,4950,1,Regular Shoppers
14505.0,19,12001.839999999984,4920,1,Regular Shoppers
14506.0,7,3290.6699999999955,4920,1,Regular Shoppers
14507.0,11,3284.429999999999,4926,1,Regular Shoppers
14508.0,5,874.9400000000007,4925,1,Regular Shoppers
14509.0,1,110.94999999999999,5437,0,Dormant Customers
14510.0,3,1007.2800000000003,5278,0,Dormant Customers
14511.0,5,1314.8100000000002,4914,1,Regular Shoppers
14512.0,7,1223.4699999999998,5090,1,Regular Shoppers
14513.0,6,788.01,5003,1,Regular Shoppers
14514.0,9,4598.980000000002,4964,1,Regular Shoppers
14515.0,12,3749.2599999999998,4920,1,Regular Shoppers
14516.0,1,163.92,5419,0,Dormant Customers
14517.0,2,330.45,4936,1,Regular Shoppers
14518.0,1,174.37,4967,1,Regular Shoppers
14519.0,2,206.09,5586,0,Dormant Customers
14520.0,2,270.6,4904,1,Regular Shoppers
14521.0,1,199.45000000000002,5394,0,Dormant Customers
14522.0,8,1758.6200000000003,4927,1,Regular Shoppers
14523.0,1,241.09000000000003,5011,1,Regular Shoppers
